GUID,IfcClass,ElementName,Description,ObjectType,Tag,TypeName,BuildingStorey,HasGeometry
0fqMgB66D5ghqNQ_PcyJzD,IfcBeam,staallatei ??_(#295591),,,4AB5B883-ED98-4714-8715-D9EBC5040088,,Storey-1,True
1CwUP_iaf3Bx7R_7Dzj17e,IfcBeam,staallatei ??_(#295811),,,8BAD188C-D8B0-481A-86B6-DCC181F6F9C8,,Storey-1,True
0fuya1KN1Avw89aKnt9B1G,IfcBeam,staallatei ??_(#297791),,,DC532DED-F74D-4BC0-B5CE-18B44EFC710D,,Storey-1,True
3iQVpi1yf0ouXPllLv7rhi,IfcBeam,staallatei ??_(#296691),,,ECA83ECB-D383-4498-946C-EDC6FC845F16,,Storey-1,True
3LN0iSrUv2NPXruCBpKVlO,IfcBeam,staallatei ??_(#298451),,,A9A39F32-B302-4288-BB72-1562F21CF9AF,,Storey-1,True
10EEAhIqfCrPpzj8GLXD8Z,IfcBeam,staallatei ??_(#296471),,,684E1F80-2365-41FA-9A4D-FC3C65577CE3,,Storey-1,True
1PPE5kaHH5lug0R_epfByi,IfcBeam,staallatei ??_(#297571),,,0271FAA3-4D73-4E28-A455-F69B6E3E88CE,,Storey-1,True
1EkLgLcpL7Xh2Ujn5sza1f,IfcBeam,hoeklijn bordes_(#287992),,,D79EEF6B-691F-43EB-B5B5-00B285331127,,Storey-1,True
3HMuq0r5r2wRP4UKf59sGC,IfcBeam,geveldrager_(#196407),,,FEDB003F-376E-4D91-BBD0-D10808A3312E,,Storey-1,True
361RE6wEjBt847f05MaNvo,IfcBeam,staallatei ??_(#297351),,,29CD0C5C-D018-4B5C-9804-231FAE5884CD,,Storey-1,True
2G2JBxIZD0EAnBmLQXO_hv,IfcBeam,betonlatei_(#183049),,,8784F241-FF08-45DB-A1DC-ECECBA3442F8,,Storey-1,True
0SgYb3qDb5JhBJAEma$A_L,IfcBeam,staallatei ??_(#295367),,,72CB7086-4B1F-41CF-AEF1-A902AE226E1F,,Storey-1,True
3E2$yTPJnDYRkEL8oF2ny5,IfcBeam,staallatei ??_(#298011),,,D3674215-D47B-4600-8CBE-049FB745FE95,,Storey-1,True
05UAi6xjHFYv$BOaOrwqvv,IfcBeam,staallatei ??_(#294923),,,EA711A5E-0AC7-4005-870A-4084F113A402,,Storey-1,True
